0,,"――そうですか、残念です
ではせめてこれをお持ち下さい","Oh, I see. That's too bad. Well, please at least
take this with you.",ui\00_message\npc\base\n9011.gmd,\npc\n9011.arc,n9011.arc,1,,,,,,,,,
155,QUEST_MSG_ADV_GUIDE_CATEGORY_08,ワイルドハント,Wild Hunt,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,155,,,,,,,,,
155,QUEST_MSG_ADV_GUIDE_CATEGORY_08,ワイルドハント,Wild Hunt,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,155,,,,,,,,,
155,QUEST_MSG_ADV_GUIDE_CATEGORY_08,ワイルドハント,Wild Hunt,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,155,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,142,,,,,,,,,
142,QUEST_MSG_ADV_GUIDE_EXM_REWARD_INFO,詳細は参加ボタンを押して、エントリー画面でご確認ください,"For more details, please click the Join button
and see the entry page.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,142,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,141,,,,,,,,,
141,QUEST_MSG_ADV_GUIDE_EXM_REWARD_NAME,その他報酬,Outras Recompensas,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,141,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,128,,,,,,,,,
128,QUEST_MSG_ADV_GUIDE_NOTHING,現在紹介出来るクエストはありません,"Não há missões disponíveis
para apresentar no momento.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,128,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,126,,,,,,,,,
126,QUEST_MSG_ADV_GUIDE_TITLE_01,Adventure Guide,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,126,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,127,,,,,,,,,
127,QUEST_MSG_ADV_GUIDE_TITLE_02,冒険ガイド,Guia de Aventura,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,127,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,46,,,,,,,,,
46,QUEST_MSG_AREAPOINT,エリア名声度 <VAL AREA_POINT>,Reputação da Área <VAL AREA_POINT>,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,46,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,94,,,,,,,,,
94,QUEST_MSG_AREA_BONUS,ボードボーナスでクリア時の報酬が最大<VAL>倍！,"Recompensa de conclusão aumentada em x<VAL>
com o bônus do quadro!",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,94,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,117,,,,,,,,,
117,QUEST_MSG_ASSIST_ACCEPT,条件を満たしていないためアシスト状態で受注可,"Como você não atende às condições, a missão
será aceita no modo de assistência.",ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,117,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,102,,,,,,,,,
102,QUEST_MSG_BN_DAILY,デイリーボーナス,Bônus Diário,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,102,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,53,,,,,,,,,
53,QUEST_MSG_BN_REPLAY,繰り返しボーナス,Bônus de Repetição,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,53,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPopRmcQuestInfo.arc,uGUIPopRmcQuestInfo.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestBoard.arc,uGUIQuestBoard.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestDelivery.arc,uGUIQuestDelivery.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestInfo.arc,uGUIQuestInfo.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestList.arc,uGUIQuestList.arc,105,,,,,,,,,
105,QUEST_MSG_BN_ROOT,ボーナス報酬,Recompensa Bônus,ui\00_message\ui\Quest_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,105,,,,,,,,,
97,QUEST_MSG_BN_TIMEBONUS,タイムボーナス,Bônus de Tempo,ui\00_message\ui\Quest_res.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,97,,,,,,,,,
97,QUEST_MSG_BN_TIMEBONUS,タイムボーナス,Bônus de Tempo,ui\00_message\ui\Quest_res.gmd,\ui\uGUIMissionInfo.arc,uGUIMissionInfo.arc,97,,,,,,,,,
97,QUEST_MSG_BN_TIMEBONUS,タイムボーナス,Bônus de Tempo,ui\00_message\ui\Quest_res.gmd,\ui\uGUINewspaper.arc,uGUINewspaper.arc,97,,,,,,,,,
97,QUEST_MSG_BN_TIMEBONUS,タイムボーナス,Bônus de Tempo,ui\00_message\ui\Quest_res.gmd,\ui\uGUIPackageQuestHistory.arc,uGUIPackageQuestHistory.arc,97,,,,,,,,,
